rssi.mean|rssi.stddev|rssi.linslope|nonEmptyDataFrame.rate|sleepFrames.binary|emptyNullFrames.rate|associatedProbeRequests.binary|maxConsecutiveBeaconLoss.count|awakeNullFrames.rate|apDisconnectionFrames.binary|clientConnectionFrames.binary|clientAssociated.binary
-80.39285714285714|0.7717922423205111|0.06800036926107648|0.0|1|0.0|0|1|0.9875339136605374|0|0|1
-80.9|1.0420332688227056|-0.008798792499420137|0.0|1|0.0|0|0|1.7247505398823135|0|0|1
-80.80454545454545|1.2433376169617272|0.04589608817607597|0.0|1|0.0|0|0|2.216952543704939|0|0|1
-81.08582089552239|1.083330477345425|0.02235755372685435|0.0|1|0.0|0|2|2.2445230739060342|0|0|1
-81.08256880733946|1.2516296926277297|0.04914982680992792|0.0|1|0.0|0|0|1.6427594193338155|0|0|1
-80.20945945945945|1.140491705115625|0.019200556035218006|0.0|1|0.0|0|0|3.210854019651765|0|0|1
-79.67175572519083|1.2087009498347159|-0.02253839752363319|0.0|1|0.0|0|0|1.9476538232449037|0|0|1
-80.01677852348993|1.2984452594883438|-0.006966121483940762|0.0|1|0.0|0|1|3.2273857849036127|0|0|1
-78.15486725663717|1.9302891319234219|-0.0797340480306109|0.0|1|0.0|0|1|1.8359281185346155|0|0|1
-80.14971751412429|1.3916264635264166|-0.014326081771984136|0.0|1|0.0|0|1|3.5615752990877394|0|0|1
-79.01470588235294|1.276111361759802|0.01043545363672998|0.0|1|0.0|0|0|2.50188776237869|0|0|1
-77.62708333333333|1.8465891511258143|0.00641837899667348|0.0|1|0.0|0|1|5.207778987177458|0|0|1
-79.79941860465117|1.905972775282738|-0.0959255109458922|0.0|1|0.0|0|1|3.4210349307971697|0|0|1
-78.70621468926554|2.5458764308909703|0.14308862664715294|0.0|1|0.0|0|0|3.617302631323622|0|0|1
-77.06333333333333|6.000637929050173|-0.01622106158289476|0.2226198434221228|1|0.0|0|0|2.8384030036320658|0|0|1
-79.73387096774194|2.639980666375144|0.1552397192244679|0.0|1|0.0|0|2|2.05680586077942|0|0|1
-79.46220930232558|1.4932101373658266|-0.08560131915427711|0.0|1|0.0|0|1|3.1263918832531092|0|0|1
-80.33023255813953|1.1574902448171838|-0.025399646923502255|0.0|1|0.0|0|0|4.757606280805122|0|0|1
-79.30660377358491|1.2656021661662198|0.03508987720946464|0.0|1|0.0|0|0|4.115144141915168|0|0|1
-79.17268041237114|1.418699139486315|-0.008117033069022707|0.0|1|0.0|0|0|3.948252072745409|0|0|1
-78.80232558139535|1.7325191192734117|-0.03487680131445316|0.0|1|0.0|0|0|3.290038291575728|0|0|1
-80.14008620689656|1.2563583085509176|-0.04257738848317596|0.0|1|0.0|0|1|5.033103079140362|0|0|1
-80.04237288135593|1.4975162174118422|0.08112839183849145|0.0|1|0.0|0|1|3.308992289217076|0|0|1
-77.02298850574712|1.1190822542699463|0.030562214391476286|0.0|1|0.0|0|0|3.2519100981189957|0|0|1
-76.64948453608247|1.180085940548592|-0.01075842317094936|0.0|1|0.0|0|0|1.6979050242379288|0|0|1
-77.45726495726495|1.273618993284121|-0.028523178589329276|0.0|1|0.0|0|0|1.9485491256443173|0|0|1
-78.17892156862744|1.5422471552789998|0.06059909945324455|0.0|1|0.0|0|0|4.202607182856227|0|0|1
-76.91618497109826|1.4285177290470978|0.051176951667461994|0.0|1|0.0|0|0|3.367235470112114|0|0|1
-76.1566265060241|2.350246988870536|0.05933643138061666|0.0|1|0.0|0|1|1.1997729496041147|0|0|1
-76.6231884057971|1.5751829824726304|-0.036418048921655635|0.0|1|0.0|0|1|1.251827796105224|0|0|1
-78.1890756302521|1.2485144056721258|0.02837146165677009|0.0|1|0.0|0|0|1.3974242310591807|0|0|1
-78.5327868852459|1.5703942609771504|0.004181170916069394|0.0|1|0.0|0|0|1.0014362402994221|0|0|1
