rssi.mean|rssi.stddev|rssi.linslope|nonEmptyDataFrame.rate|sleepFrames.binary|emptyNullFrames.rate|associatedProbeRequests.binary|maxConsecutiveBeaconLoss.count|awakeNullFrames.rate|apDisconnectionFrames.binary|clientConnectionFrames.binary|clientAssociated.binary
-71.0|0.6324555320336759|0.00044610704321720613|0.0|1|0.0|0|0|0.2871579130130684|0|0|1
-71.04597701149426|0.6416223327334649|-0.008069071055770418|0.0|1|0.0|0|0|1.361730159940778|0|0|1
-71.0246913580247|0.6080795237543086|0.009035203457448907|0.0|1|0.0|0|0|1.028236972461323|0|0|1
-71.05172413793103|0.5700094915453978|-0.004475435350580522|0.0|1|0.0|0|0|0.9170608095215076|0|0|1
-71.12987012987013|0.6516841189763313|-0.009819535378093828|0.0|1|0.0|0|0|1.0283301525779254|0|0|1
-71.23076923076923|0.6965680875490321|-0.029491204182104994|0.0|1|0.0|0|0|0.6391570983467197|0|0|1
-71.23529411764706|0.6443794794178426|-0.02679900679673763|0.0|1|0.0|0|0|1.1672712561183407|0|0|1
-71.0952380952381|0.7624997676665941|-0.012084065198807167|0.0|1|0.0|0|0|1.5290564155404078|0|0|1
-71.22784810126582|0.7106667770945924|-0.03545995645181104|0.0|1|0.0|0|0|1.0837564216043174|0|0|1
-71.79605263157895|0.8666998493185887|0.07408066442544428|0.0|1|0.0|0|0|0.8068494541149557|0|0|1
-69.0|0.5345224838248488|1.093563202478969|0.0|1|0.0|0|0|4.142406890869465|0|0|1
-69.6|0.791021039994693|0.01876287814808983|0.0|1|0.0|0|0|3.103974700894234|0|0|1
-71.93181818181819|3.0688888074344916|-0.001016697388302035|0.0|1|0.0|0|0|4.16509411278126|0|0|1
-71.85398230088495|1.5939340432401885|-0.11467832083390025|0.0|1|0.0|0|0|4.950099844230734|0|0|1
-72.30952380952381|1.232128479327201|0.0012756647996322256|0.0|1|0.0|0|0|3.1503998169215515|0|0|1
-72.48033707865169|5.270055955492165|-0.0990328959697815|0.2781195373513791|1|0.0|0|0|3.0871268646003083|0|0|1
-74.81515151515151|2.8737180237583266|0.18883171742637045|0.0|1|0.0|0|0|3.366482279339868|0|0|1
-71.856|1.670707634507007|0.09467167070316916|0.0|1|0.0|0|2|0.8687601942600346|0|0|1
-67.96428571428571|0.6257648381405441|-0.003775691440188086|0.0|1|0.0|0|3|0.83466718721572|0|0|1
-67.8103448275862|0.47185973046220725|0.002009002838519332|0.0|1|0.0|0|1|0.8062424971643103|0|0|1
-67.7843137254902|0.6043543140165664|-0.0006539988363546039|0.0|1|0.0|0|0|0.6949699651907253|0|0|1
-68.21153846153847|0.6305229350290386|0.019180819898987|0.0|1|0.0|0|0|0.8621243695500307|0|0|1
-70.29207920792079|2.5145786084122563|-0.17368889699895726|0.0|1|0.0|0|0|1.947564741104668|0|0|1
-73.01515151515152|0.8511861760720083|0.017784791788756586|0.0|1|0.0|0|0|4.228981453160189|0|0|1
-72.98461538461538|0.68060623863656|0.01149801817097378|0.0|1|0.0|0|0|5.71787116499211|0|0|1
|||0.0|0|0.0|0|-1|0.0|0|0|0
|||0.0|0|0.0|0|-1|0.0|0|0|0
|||0.0|0|0.0|0|-1|0.0|0|0|0
|||0.0|0|0.0|0|-1|0.0|0|0|0
-67.62698412698413|2.2056353761323426|0.09079621711229516|0.7055352090425574|0|0.0|0|-1|0.0|0|0|1
-70.16666666666667|0.5270462766947299|-0.005314165500289227|0.09709728205858605|0|0.0|0|-1|0.0|0|0|1
-69.9375|0.582961190818051|0.021275368500571504|0.07945408298286062|0|0.0|0|-1|0.0|0|0|1
