-7.450000000000000000e+01,5.000000000000000000e-01,7.340399019950997399e+02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-7.481958762886597469e+01,8.500623597813622423e-01,-4.393596452351752890e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.426416888099143465e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-7.551851851851851904e+01,1.107478630188289959e+00,1.166996227817726321e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.031880025239084286e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-7.609589041095890138e+01,2.883179293298512746e+00,1.301455644459325045e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.169009230573702540e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-7.425000000000000000e+01,7.113707803225925996e-01,-3.673942460134797805e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.736161067395886493e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-7.475333333333333030e+01,5.499898988971424485e-01,1.122724487071577996e-04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.141018470925648343e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-7.483185840707965042e+01,1.106318577133520442e+00,-7.836830842877491599e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.975843082452212407e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-7.471093750000000000e+01,9.953198586855132035e-01,-4.145225014860889207e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.906227357895923902e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-7.525294117647058556e+01,9.223484393647641832e-01,2.228784905343998007e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.193353264165430971e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-7.463709677419355160e+01,9.296606857530093082e-01,9.994012786251826267e-04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.163468873068170151e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
