-5.167938931297710070e+01,1.433516515989985862e+00,-6.403677631566608887e-04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.395201852306256540e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-3.669024856596558237e+01,2.278765669911657188e+00,2.370072140050253490e-02,6.265379354073173923e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.096441386962805353e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-3.650000000000000000e+01,2.575826027721187295e+00,1.281934259267040598e-04,5.648066767185501158e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.935747422711388666e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-3.646949152542372730e+01,3.127502617554386077e+00,1.982814755486915926e-03,4.651772802129205964e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.192545391091305529e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-3.683018867924528195e+01,3.014029140952912300e+00,-3.716153624541377470e-05,5.562372969198039474e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.247319999153499781e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-5.052000000000000313e+01,3.511353015576759162e+00,-5.297165072885596793e+00,8.888932216525815555e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-5.024193548387096797e+01,3.339332963482221750e+00,1.263286108525998319e-01,7.027150243550965847e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.505817909332349824e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-4.803225806451612812e+01,2.348422544929199329e+00,-4.252732061950593306e-02,5.029313532751905624e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-5.256521739130435122e+01,3.542611256962639565e+00,2.599890700675833166e-01,6.509226788747267678e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-4.778260869565217206e+01,3.706123273239319005e+00,-4.806899010793503346e-01,3.896780022980184666e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
