rssi.mean|rssi.stddev|rssi.linslope|nonEmptyDataFrame.rate|sleepFrames.binary|emptyNullFrames.rate|associatedProbeRequests.binary|maxConsecutiveBeaconLoss.count|awakeNullFrames.rate|apDisconnectionFrames.binary|clientConnectionFrames.binary|clientAssociated.binary
-44.68181818181818|3.853998674769358|0.41469203860362613|0.23686526015428488|0|0.0|0|0|0.2960815751928561|0|0|1
-64.48571428571428|4.480889124597793|-0.25407357460920416|0.08534746067179415|1|0.0|1|0|0.25604238201538243|0|0|1
-65.78947368421052|1.9622475665586583|0.2218673571990701|0.0|1|0.0|1|-1|10.917826146090178|0|0|1
-65.9423076923077|1.2921874944101799|-0.3377334178698139|0.0|1|0.0|0|0|9.93723643051397|1|0|1
-66.15384615384616|0.8634593969478328|0.09919743920021845|0.0|0|0.0|0|0|0.0|1|1|1
-51.6198347107438|2.084005196401841|-0.045311395996201154|0.08607780159191346|1|0.0|1|0|1.262474423348064|0|0|1
-51.73684210526316|1.8225601131503717|-0.24010752737986363|0.0|1|0.0|1|-1|21.027195911907235|0|0|1
-52.001633986928105|2.2558921999218886|-0.20313635126203644|0.0|1|0.0|0|0|27.621621368995346|1|0|1
-52.23076923076923|0.7994080650317895|-0.12847435417699046|0.0|0|0.0|0|0|0.0|1|1|1
-47.60678642714571|2.438683967493285|-0.011336250053614806|0.08298042773923404|1|0.0|1|0|3.734119248265532|0|0|1
-47.90443686006826|2.2980361344776292|0.04744180842165085|0.0|1|0.0|1|-1|41.62309041039657|0|0|1
-47.674528301886795|2.407283026557891|-0.27314699651058777|0.0|1|0.0|0|0|31.231440502401203|1|0|1
-47.125|0.8569568250501305|-0.23146010657074095|0.0|0|0.0|0|0|0.0|1|1|1
-46.31693989071038|2.531622394277343|-0.03816345252352122|0.05738903273684558|1|0.0|1|0|1.8364490475790585|0|0|1
-46.369565217391305|2.4836983549686473|0.0870413817661314|0.0|1|0.0|1|-1|37.05266259305296|0|0|1
-46.46330275229358|2.324092426214748|-0.6522313686893058|0.0|1|0.0|0|0|49.04073000232945|1|0|1
-46.8|0.9797958971132712|-0.22669132383397098|0.0|0|0.0|0|0|0.0|1|1|1
-52.26|1.3187367692859204|0.0019511048062420878|0.11478669346452514|1|0.0|1|0|0.8322035276178072|0|0|1
-52.02272727272727|2.2206534292618834|0.023532853544648166|0.0|1|0.0|1|-1|26.70252014254318|0|0|1
-52.274193548387096|1.5545910658092243|0.058812116965278174|0.0|1|0.0|0|0|28.56035365826219|1|0|1
-52.46666666666667|0.8844332774281067|-0.02261025103524498|0.0|0|0.0|0|0|0.0|1|1|1
-54.4593023255814|2.132548312218994|-0.07086294429878473|0.1106433729390225|1|0.0|1|0|1.4107030049725369|0|0|1
-54.72352941176471|1.8778991427420744|0.07808549866420661|0.0|1|0.0|1|-1|11.730014962096226|0|0|1
-55.02739726027397|1.9652641269711348|-0.6153832974829788|0.0|1|0.0|0|0|15.645945311797657|1|0|1
-54.61538461538461|0.8355984993230934|-0.04333453041959973|0.0|0|0.0|0|0|0.0|1|1|1
-53.68681318681319|1.7714902642435335|-0.05110528857232226|0.05527346402631701|1|0.0|1|0|1.4094733326710838|0|0|1
-54.31132075471698|1.7876051627445946|-0.693056255027508|0.0|1|0.0|1|-1|15.827887877425598|0|0|1
-53.93827160493827|1.260469038824713|-0.238542262644236|0.0|1|0.0|0|0|31.65855132283435|1|0|1
-53.5|0.9219544457292888|-0.2205026931206286|0.0|0|0.0|0|0|0.0|1|1|1
