rssi.mean|rssi.stddev|rssi.linslope|nonEmptyDataFrame.rate|sleepFrames.binary|emptyNullFrames.rate|associatedProbeRequests.binary|maxConsecutiveBeaconLoss.count|awakeNullFrames.rate|apDisconnectionFrames.binary|clientConnectionFrames.binary|clientAssociated.binary
-43.172413793103445|3.8152955823237873|0.5228843138172726|0.22336210383118058|0|0.0|0|0|0.47464447064125875|0|0|1
-64.95698924731182|2.174702938530254|-0.20203419871663122|0.05670025219171518|1|0.0|1|0|1.7860579440390283|0|0|1
-65.33333333333333|0.7200822998230956|0.43860308769444456|0.0|1|0.0|1|-1|9.479713549877332|0|0|1
-65.06666666666666|1.5040685563571303|-1.0094038756738641|0.0|1|0.0|0|0|1.8426069109005538|1|0|1
-64.78571428571429|0.5578749768504754|-0.1058810913097851|0.0|0|0.0|0|0|0.0|1|1|1
-49.86784140969163|1.9006551644483722|2.6601863590365107e-05|0.11478005292991042|1|0.0|1|0|1.6069207410187458|0|0|1
-50.02881355932203|1.4578892156950312|0.3443633036222349|0.0|1|0.0|1|-1|51.19588848808786|0|0|1
-50.16017964071856|1.4096336522648272|0.12178355377764508|0.0|1|0.0|0|0|55.365535294838566|1|0|1
-49.76923076923077|0.890448992522325|-0.31819743275735707|0.0|0|0.0|0|0|0.0|1|1|1
-46.28977272727273|2.2448024026927147|-0.05134621146333513|0.08355132659690988|1|0.0|1|0|3.592707043667125|0|0|1
-46.46055979643766|2.176463665826648|-0.2770957188197138|0.0|1|0.0|1|-1|37.30957395922373|0|0|1
-45.27272727272727|1.1354541815269814|-0.3940716993515545|0.0|0|0.0|0|0|0.0|1|1|1
-45.83076923076923|2.7636053974653123|0.023541557321781603|0.05738744307900476|1|0.0|1|0|2.037254229304669|0|0|1
-46.39857142857143|2.460342186255682|-0.530403739053808|0.0|1|0.0|1|-1|56.9795589634462|0|0|1
-46.11201629327902|2.3063884993906587|-0.17037529019398998|0.0|1|0.0|0|0|67.84056958915727|1|0|1
-45.94736842105263|1.5719141603229556|-0.1938719224797598|0.0|0|0.0|0|0|0.0|1|1|1
-52.04347826086956|1.8132745829839247|-0.002522483656134339|0.11478777882835679|1|0.0|1|0|0.9469991753339435|0|0|1
-52.79234972677595|1.7619371009308296|0.5302151311276212|0.0|1|0.0|1|-1|33.5758309962883|0|0|1
-52.58169934640523|1.8527999623426943|0.5229680613311862|0.0|1|0.0|0|0|34.95742230616311|1|0|1
-52.69230769230769|1.1357556200179542|-0.2346856542353842|0.0|0|0.0|0|0|0.0|1|1|1
-54.035714285714285|2.058642806336649|-0.03930864106515862|0.11151898218147424|1|0.0|1|0|0.8642721119064254|0|0|1
-54.49248120300752|2.4115830778507292|0.3403404614792268|0.0|1|0.0|1|-1|11.962148277297903|0|0|1
-54.30769230769231|1.8557443202792028|-0.32482901857905616|0.0|0|0.0|0|0|0.0|1|1|1
-53.467032967032964|2.398834650456729|-0.061906948846443224|0.08355766051470445|1|0.0|1|0|1.5318904427695814|0|0|1
-53.6094674556213|1.771277832578353|-0.38635610540942233|0.0|1|0.0|1|-1|23.84673584504725|0|0|1
-53.6|0.7999999999999998|-0.02731275619832776|0.0|0|0.0|0|0|0.0|1|1|1
