rssi.mean|rssi.stddev|rssi.linslope|nonEmptyDataFrame.rate|sleepFrames.binary|emptyNullFrames.rate|associatedProbeRequests.binary|maxConsecutiveBeaconLoss.count|awakeNullFrames.rate|apDisconnectionFrames.binary|clientConnectionFrames.binary|clientAssociated.binary
-74.42857142857143|4.229391812310704|0.0059616230798965235|0.0|1|0.0|0|-1|0.0|0|0|0
-73.6875|4.2788542566906855|0.055877216115535505|0.0|0|0.0|0|-1|0.0|0|0|0
-68.125|8.809618323173826|-0.988610579781939|0.0|0|0.0|0|-1|0.0|0|0|0
-72.16666666666667|1.5723301886761005|-0.050354477776983125|0.0|0|0.0|0|-1|0.0|0|0|0
-73.0|1.5491933384829668|-0.013926637847031057|0.0|0|0.0|0|-1|0.0|0|0|0
-70.0|5.5677643628300215|0.2146954174698754|0.0|0|0.0|0|-1|0.0|0|0|0
-77.6|2.1071307505705477|0.006173698670394109|0.0|0|0.0|0|-1|0.0|0|0|0
-78.625|2.484325864293974|-0.9223683437066518|0.0|0|0.0|0|-1|0.0|0|0|0
-76.5|1.4719601443879744|0.22465890340898328|0.0|0|0.0|0|-1|0.0|0|0|0
-67.85714285714286|1.3014905113063284|0.005946975986054405|0.0|0|0.0|0|-1|0.0|0|0|0
-66.16666666666667|0.8975274678557508|0.006895071765758148|0.0|0|0.0|0|-1|0.0|0|0|0
-69.0|2.7144835701531846|-0.05588647722285979|0.0|0|0.0|0|-1|0.0|0|0|0
-69.8|1.8330302779823358|-0.049935095213564006|0.0|0|0.0|0|-1|0.0|0|0|0
-67.76666666666667|2.4451766580124406|0.0023835759359274534|0.0|0|0.0|0|-1|0.0|0|0|0
-74.0|3.559026084010437|-0.7101565159596509|0.0|0|0.0|0|-1|0.0|0|0|0
|||0.0|0|0.0|0|-1|0.0|0|0|0
|||0.0|0|0.0|0|-1|0.0|0|0|0
||||0||0|-1||0|0|0
||||0||0|-1||0|0|0
